Wall R value,Roof R value,HVAC COP,Window U value,Window SGHC,Cool setpoint,Light Pwr Density,PV Tilt angle,Electricity:Facility,Photovoltaic:ElectricityProduced,ElectricityProduced:Facility,ElectricityPurchased:Facility,ElectricitySurplusSold:Facility,ElectricityNet:Facility
5.0,25.0,3.5,1.0,0.7,21.0,5.0,10.0,73087.51087063248,14197.253882045017,13913.308804404047,60465.878357748166,1291.6762915128095,59174.20206623586
5.122016662486047,38.83193515666279,5.409848209413049,2.7448193643382695,0.23575128966997616,22.612744493554757,11.708384848176614,21.113357317479085,39190.28071705254,14169.402895138284,13886.014837235474,27020.761561893298,1716.4956820794084,25304.265879813232
23.14885337226385,28.557643737550624,5.4668858802230575,2.8650052493417455,0.5123614126597041,22.800006890793505,9.226494880129081,11.845944942958948,40806.72569031419,14156.347009288864,13873.220069103038,28640.722268154997,1707.2166469425163,26933.505621212007
14.960495416713638,41.3326548562179,4.920997843360932,2.493510051627734,0.2610969399317358,24.937535733179416,6.1964389091653445,26.341879174905635,62439.05147960907,13877.251570190067,13599.706538786379,50205.06906244098,1365.7241216108741,48839.344940830415
18.620926164443688,37.462187458663585,3.6917300378750726,6.809811415791764,0.6273748969718728,23.814777972302103,10.279843511131173,21.9798861077395,69521.26146234674,14203.258312785008,13919.193146529355,56968.42065392243,1366.35233809776,55602.06831582497
21.102172126897052,31.808605815732008,4.839552118831239,1.5500938187004931,0.2894141999941113,21.362595750235535,11.140858058406835,21.399851425223353,63455.9804018982,13766.489115915596,13491.159333597185,51306.38996744655,1341.5688991540553,49964.82106829209
9.81012324422369,32.510657876853024,4.280593450469057,2.196162286517299,0.6413753735147358,22.690909922698754,9.91040076035005,24.865527915395663,50691.41114874959,14163.990892583906,13880.711074732266,38393.27052570137,1582.5704516908675,36810.70007401036
20.101950750689262,31.868874673297316,4.593908794912976,6.079144094350238,0.3952691180672949,23.23573744299134,6.84265480319917,19.800272931479373,73869.1189233054,13706.856544677765,13432.719413784265,61664.94106502329,1228.5415555101463,60436.39950951318
19.21927906693012,37.039066388182356,4.293846050070443,5.8402800956018055,0.6919271756896561,23.752939065744556,13.838423757264655,10.775260028192905,34073.92597611487,14147.085855751278,13864.144138636246,22047.49314970232,1837.7113122210283,20209.78183748232
22.567187379510017,42.90801010439,4.6435082715131655,2.83084796880895,0.5537171931582033,22.95172563618571,6.507598998056886,23.339718432490947,72823.75901692003,14104.12261279217,13822.040160536459,60300.588812305985,1298.8699559180948,59001.718856388245
17.052009046395895,30.9096529379715,4.240879643578878,3.443924811065312,0.20718604330869733,22.818466837853276,7.0189575603533285,22.562017268416763,68760.35770360184,14080.678550054738,13799.064979053714,56285.546578570546,1324.253854017123,54961.29272455391
12.786217765496046,28.313726550057435,4.565881956528452,2.6174998951917647,0.2662712227513594,21.996747385687307,11.946630470215311,14.005826418154934,36487.32049785936,13661.642641551442,13388.409788720468,24797.76893799274,1698.8582288509635,23098.910709142507
23.937385125368728,41.22245135903937,3.8233225479099167,3.587615967709745,0.3724314121801609,23.445525399221953,13.024751771010564,26.99915040869239,32741.083034780884,14145.486670720247,13862.576937306068,20762.600074190177,1884.0939767102166,18878.50609748134
15.559793597799136,33.87341611699643,4.299530820549872,2.6090340120069007,0.2557936325901,24.61029882396282,12.160580740296833,11.82370829604434,73960.96462967694,14203.309297002406,13919.243111062291,61342.36048996748,1300.6389713471528,60041.72151862083
9.986497408847118,39.60649577294561,3.5085798968056556,6.646016001671598,0.4333486035834782,22.36982132307848,8.385911519049007,23.00160339795646,77375.9192528842,14167.206675965881,13883.862542446535,64773.000013272,1280.9433028309832,63492.05671044166
15.52364071020891,26.417559629083787,4.833471070207789,2.167325151798211,0.4237428114783448,21.66863042673518,14.50204252258411,10.762845064992101,31725.317036025794,14201.640426811191,13917.607618274906,19718.131459664924,1910.4220419143214,17807.709417750844
15.436952845716602,42.02799031113934,4.271260949997442,3.7889001122151935,0.5837864841408694,23.702670771144092,5.148140733995735,22.073930437242243,43544.628266111504,14200.71106370957,13916.696842435449,31281.97838721668,1654.0469635422878,29627.931423674338
23.0064518431047,36.338107545123336,4.7402682966788925,5.201466482715478,0.45711532651217845,22.413565450376247,14.163669917208976,20.202414165309236,34490.981614419536,13760.900538254853,13485.68252748981,22786.947072529565,1781.6479855961068,21005.299086933886
13.073379111759243,43.0069175798438,5.028749343736862,6.702981133382912,0.44744097693859053,24.903078490832485,13.50236633305492,19.352184202944656,45681.672819911146,13951.434196639726,13672.405512706831,33624.613300777346,1615.3459935677986,32009.267307209084
20.481152554696546,40.07308271677137,4.616295470323135,3.4028343951886724,0.3143671897773242,22.249534758874532,5.238228972054905,21.993808332190277,68912.81662384723,13680.400559829264,13406.792548632604,56797.18523970098,1291.1611644905422,55506.02407521045
8.881685423972401,44.58725784670322,5.357818133428861,4.750990397052573,0.6336133324047899,22.171876648757795,14.55607033746518,28.79423022576468,61044.53259324007,13724.717330316405,13450.222983710144,48957.15609338528,1362.8464838527284,47594.30960953296
7.007954823607769,38.01034155342971,4.243780667686835,1.5171445558180694,0.6347888775951909,24.627082627688242,14.880056547052028,23.199434365510516,72544.76712425303,14094.29158302652,13812.405751366096,60054.88284502314,1322.5214721283578,58732.36137289531
16.0769950639476,35.96792362769363,5.43827932081366,1.051615715797982,0.4248462650271654,24.991222948282232,5.250551932771861,26.57356390625746,59642.876443293804,14126.517282885248,13843.986937227564,47221.93068784251,1423.0411817670647,45798.88950607612
16.108785019431245,32.89934679877443,4.791870054364393,2.1413684785954983,0.647204760797519,21.193360321634206,7.358606103492068,29.428135033746933,71016.01633726415,14095.04414351737,13813.143260647017,58555.73738038634,1352.8643037654472,57202.87307662079
23.111458471692963,33.67977984684377,3.741464161126741,3.9981669695682265,0.25197759269911385,23.856837291997916,5.320126263803787,11.721353969339965,67498.25799701523,14098.560614348335,13816.589402061341,55048.33634853995,1366.6677535871079,53681.66859495334
20.023007596643158,38.29727290005121,3.510262523866958,1.7346989103791195,0.35183667768747706,21.277321936126054,7.499041455996128,15.681735390006576,38878.677598651964,14100.693802636917,13818.679926584082,26752.726079370477,1692.7284073033547,25059.997672067533
9.32248311485708,31.312485357860446,4.066992199284162,5.671293523934183,0.4773830853360568,21.8917440961348,12.743936607379943,10.312496147097072,46532.06263188769,14203.353081919653,13919.286020281148,34247.67320062631,1634.8965890275826,32612.776611598743
7.328634441984672,31.721556559583597,4.512265828142324,2.915047241128926,0.5502024825071288,21.8962891371304,11.278027222874574,11.073591252582295,60118.55977644239,14054.793652191707,13773.697779147784,47753.911137521296,1409.0491402217754,46344.86199729903
22.762420218708957,37.610337063340296,3.880350546024736,2.5775129526861953,0.6716305739805496,23.898882790855847,13.46472226197543,19.83486749914647,55396.91216916283,14052.13551470724,13771.09280441324,43099.325976127075,1473.5066113673388,41625.81936476056
11.518163238006416,34.29979716661541,3.5254136389326494,6.424809665862953,0.530837120263677,21.610845340335143,12.68607145933038,19.862418605083896,44538.568000296444,14071.534784046351,13790.10408836544,32369.32461597762,1620.8607040540123,30748.463911923856
12.625471867175392,29.384547223114268,4.177878117801541,3.582392012706941,0.6260461463652328,21.16674093586482,12.383024651244789,19.99237839722113,48598.057070566945,13683.881375802552,13410.203748286442,36677.02753736015,1489.1742150808313,35187.8533222797
11.655962628632215,40.940053905720916,5.337598462315997,4.976472770911531,0.5968347914786726,23.006103080267955,6.561501443322993,20.07229896943788,37570.165218075206,14203.599736856731,13919.527742119746,25417.480952106675,1766.843476150867,23650.637475956246
7.529969197082902,28.451473426270372,3.859116303302044,5.989741288605918,0.6028890257344919,24.839508784033193,7.603283977165015,28.779772131172695,46811.26058566248,13690.701293141154,13416.88726727834,34943.357044422846,1548.9837260363654,33394.37331838688
5.903069176847628,39.23783776064567,5.375957674240082,3.7013818815418187,0.6483949059102689,22.60692115824795,11.409637167124519,18.50173786543835,49594.52617603602,13767.699575526905,13492.345584016566,37586.56420203463,1484.3836099994503,36102.180592035256
23.783146850613782,40.74852924890092,4.764457734187012,3.4240911451083615,0.6949893662426057,21.12719044708438,9.96038713853175,18.418729752259395,67771.1704786548,13962.478634999776,13683.22906229973,55423.2377932762,1335.2963769186993,54087.941416357186
11.529606869931976,29.143013507878337,4.442178549354449,6.061219549364678,0.5348405592042373,21.09213489176888,7.408770304612462,19.042639821762705,40511.833151973005,13737.70525161151,13462.9511465793,28674.356379920184,1625.4743745243366,27048.882005395848
23.08880122350929,38.59579638282445,5.186501404528057,1.8496708985152877,0.4530765780125132,22.552812087433715,8.953446961559951,10.371100773833096,60701.91747316055,14202.922264936435,13918.863819637685,48240.779086448594,1457.7254329209165,46783.05365352818
12.808059403022634,31.452579040494726,4.276171154974734,5.6711278842098825,0.6112044004826677,24.111551460768155,5.8440146218035505,28.692050834873733,39631.596746828545,14202.900257298563,13918.842252152848,27441.210703668272,1728.456208993952,25712.75449467455
15.442556742652219,43.5941747592273,3.5102082694287073,4.769904490512166,0.6662719649100519,22.75911345978011,7.351979991037595,10.486491769163171,37454.62367986028,13865.970565112677,13588.65115381049,25591.03345931314,1725.060933259517,23865.972526054815
20.969210554724874,40.172385426235124,4.075824730212545,1.2006616734804199,0.4448337187047106,23.84510752390123,12.790677986128362,15.951404819052804,49018.44767761333,14040.836741153966,13760.020006330766,36821.5355247541,1563.1078534586673,35258.42767129569
18.02187821192362,39.19168584757694,4.39945751102376,3.086413764735989,0.5198838663500109,22.648425901292523,6.715019259377578,11.303153291057095,49085.1580367019,14187.476825310821,13903.727288804525,36761.68258404876,1580.2518361630014,35181.43074788521
23.51031591315958,27.768773535538408,3.9472789716732493,2.025241188365274,0.38859955642295696,22.196807624113703,11.096789514007131,28.91466167836341,48080.094902943616,13969.85375657785,13690.45668144625,35942.892012871336,1553.2537913891604,34389.63822148167
18.12776676461697,37.300630651103425,4.41665734664717,5.198792758925512,0.23698604288443958,21.02111644425847,6.669285428584594,26.88963646566326,36012.51852602226,14062.618719394137,13781.366345006218,23992.67313167306,1761.520950651848,22231.15218102189
21.5165473940396,38.397901543161765,3.7198398057895408,6.3348283179039,0.2867729967006591,23.229100832529372,5.855204012168916,13.768396175177388,75296.82994202245,13978.738055525631,13699.163294415124,62851.30183136264,1253.6351837675109,61597.6666475944
9.045748978317503,30.245493118445886,4.092556788707299,4.337955493670002,0.6394012337273328,24.678395146849688,8.305831308213483,18.07336494396571,35989.18372397925,14200.500437653629,13916.490428900446,23872.916504428576,1800.2232093577638,22072.6932950695
11.592287082792655,38.65839531608438,4.628391824679531,2.800062634592746,0.34478068482285,21.741897555292105,8.872737162922595,24.71791403127446,31602.97432992652,13737.641419085237,13462.888590703515,19937.13496711825,1797.0492278993167,18140.085739218423
10.37830351772679,44.45289832574774,4.689763337931576,3.7845200420743828,0.3543851322560202,22.266406413000652,8.658344812920674,16.134824472187447,62098.35735514407,14089.680562382347,13807.88695113472,49690.928867434675,1400.4584634327405,48290.470404001055
12.242539718669823,39.490783007666906,4.980757385975718,3.019443625255335,0.21723922167216092,22.007492960351435,6.171422702891743,18.75068138664771,72860.16982232139,14204.06184581466,13919.980608898477,60257.0571574765,1316.8679440461576,58940.18921343011
19.565018252117845,31.664210086779576,4.915089460750001,3.3865253887607585,0.6004488185728677,23.803060795765056,14.85831878836346,16.359740262126746,72704.36901638427,14180.523017479045,13896.912557129535,60117.94816183483,1310.4917025716336,58807.4564592635
